Product,Company,Source,URL,IsDuplicate
STOPALER,Megalabs Argentina,api,https://www.alfabeta.net/precio/stopaler.html,FALSE
STRALINA,PharmaDorf,api,https://www.alfabeta.net/precio/stralina.html,FALSE
STRATTERA,Adium,api,https://www.alfabeta.net/precio/strattera.html,FALSE
STREPSILS CARAMELOS,Reckitt Benckiser,api,https://www.alfabeta.net/precio/strepsils-caramelos.html,FALSE
STREPSILS INTENSIVE,Reckitt Benckiser,api,https://www.alfabeta.net/precio/strepsils-intensive.html,FALSE
STREPSILS PLUS CARAMELOS,Reckitt Benckiser,api,https://www.alfabeta.net/precio/strepsils-plus-caramelos.html,FALSE
STREPTOFACTOR,Biofactor,api,https://www.alfabeta.net/precio/streptofactor.html,FALSE
STRIBILD,Gador,api,https://www.alfabeta.net/precio/stribild.html,FALSE
STUGERON FORTE,Janssen-Cilag,api,https://www.alfabeta.net/precio/stugeron-forte.html,FALSE
SUAVICORT,Cassará,selenium,https://www.alfabeta.net/precio/suavicort.html,TRUE
SUAVICORT,Medisol,selenium,https://www.alfabeta.net/precio/suavicort.html,TRUE
SUBICAL CB,Laboratorios Bernabó,api,https://www.alfabeta.net/precio/subical-cb.html,FALSE
SUBICAL CB 25000,Laboratorios Bernabó,api,https://www.alfabeta.net/precio/subical-cb-25000.html,FALSE
SUBICAL CB 5600,Laboratorios Bernabó,api,https://www.alfabeta.net/precio/subical-cb-5600.html,FALSE
SUBICAL CB 800,Laboratorios Bernabó,api,https://www.alfabeta.net/precio/subical-cb-800.html,FALSE
SUBICAL SOLUCION ORAL,Laboratorios Bernabó,api,https://www.alfabeta.net/precio/subical-solucion-oral.html,FALSE
SUBLIMAZE S/CONSERVADOR,Janssen-Cilag,selenium,https://www.alfabeta.net/precio/sublimaze-sconservador.html,FALSE
SUCCI,Scott-Cassará,api,https://www.alfabeta.net/precio/succi.html,FALSE
SUCCINILCOLINA GEMEPE,Gemepe,api,https://www.alfabeta.net/precio/succinilcolina-gemepe.html,FALSE
SUCCINILCOLINA PHARMAVIAL,IBC,selenium,https://www.alfabeta.net/precio/succinilcolina-pharmavial.html,FALSE
SUCCINILCOLINA RIVERO,Rivero,api,https://www.alfabeta.net/precio/succinilcolina-rivero.html,FALSE
SUCRALFATO DENVER FARMA,Denver Farma,api,https://www.alfabeta.net/precio/sucralfato-denver-farma.html,FALSE
SUCRALFORT,Eczane,api,https://www.alfabeta.net/precio/sucralfort.html,FALSE
SUCRALMAX,Eurofarma,selenium,https://www.alfabeta.net/precio/sucralmax.html,FALSE
SUCRETS FREE,Biosintex,api,https://www.alfabeta.net/precio/sucrets-free.html,FALSE
SUCROX I.V. COMPLEX,Biocontrol,selenium,https://www.alfabeta.net/precio/sucrox-iv-complex.html,FALSE
SUERO ANTIOFIDICO POLIVALENTE LIOF.BIOL,Biol,selenium,https://www.alfabeta.net/precio/suero-antiofidico-polivalente-liofbiol.html,FALSE
SUFICARD,Teva Argentina,selenium,https://www.alfabeta.net/precio/suficard.html,FALSE
SUGAMMADEX KLONAL,Klonal,api,https://www.alfabeta.net/precio/sugammadex-klonal.html,FALSE
SUGAMMADEX RICHET,Richet,api,https://www.alfabeta.net/precio/sugammadex-richet.html,FALSE
SUGANON,Eurofarma,api,https://www.alfabeta.net/precio/suganon.html,FALSE
SUKUBA,Bioprofarma Bagó,api,https://www.alfabeta.net/precio/sukuba.html,FALSE
SULBACTAM 1000,Bagó,api,https://www.alfabeta.net/precio/sulbactam-1000.html,FALSE
SULFACUR,Oxapharma,api,https://www.alfabeta.net/precio/sulfacur.html,FALSE
SULFADIAZINA DE PLATA DENVER FARMA,Denver Farma,api,https://www.alfabeta.net/precio/sulfadiazina-de-plata-denver-farma.html,FALSE
SULFADIAZINA DE PLATA KLONAL,Klonal,api,https://www.alfabeta.net/precio/sulfadiazina-de-plata-klonal.html,FALSE
SULFADIAZINA VANNIER,Vannier,api,https://www.alfabeta.net/precio/sulfadiazina-vannier.html,FALSE
SULFADINA,Biosintex Retail,api,https://www.alfabeta.net/precio/sulfadina.html,FALSE
SULFAMETOXAZOL 200 MG TRIMETOPRIMA 40 MG,Duncan,api,https://www.alfabeta.net/precio/sulfametoxazol-200-mg-trimetoprima-40-mg.html,FALSE
SULFANORAL T,Sidus,api,https://www.alfabeta.net/precio/sulfanoral-t.html,FALSE
SULFAPLAT LA,Lafedar,api,https://www.alfabeta.net/precio/sulfaplat-la.html,FALSE
SULFATO DE ATROPINA BIOL,Biol,api,https://www.alfabeta.net/precio/sulfato-de-atropina-biol.html,FALSE
SULFATO DE MAGNESIO,Fada Pharma,api,https://www.alfabeta.net/precio/sulfato-de-magnesio.html,FALSE
SULFATO DE MAGNESIO 25% CELTYC,Celtyc,selenium,https://www.alfabeta.net/precio/sulfato-de-magnesio-25-celtyc.html,FALSE
SULFATO DE MAGNESIO DRAWER,Drawer,api,https://www.alfabeta.net/precio/sulfato-de-magnesio-drawer.html,FALSE
SULFATO FERROSO RICHET,Richet,api,https://www.alfabeta.net/precio/sulfato-ferroso-richet.html,FALSE
SULFATO FERROSO SANT GALL FRIBURG,Sant Gall,api,https://www.alfabeta.net/precio/sulfato-ferroso-sant-gall-friburg.html,FALSE
SULFATRAL,Austral,api,https://www.alfabeta.net/precio/sulfatral.html,FALSE
SULFATRAL A,Austral,api,https://www.alfabeta.net/precio/sulfatral-a.html,FALSE
SULFEAR,Pharmanove,api,https://www.alfabeta.net/precio/sulfear.html,FALSE
SULFEAR ORAL,Pharmanove,api,https://www.alfabeta.net/precio/sulfear-oral.html,FALSE
SULFINAV,LKM,api,https://www.alfabeta.net/precio/sulfinav.html,FALSE
SULFODOM,Domínguez,api,https://www.alfabeta.net/precio/sulfodom.html,FALSE
SULOCTEN,Microsules Arg.,api,https://www.alfabeta.net/precio/sulocten.html,FALSE
SULOCTEN D,Microsules Arg.,selenium,https://www.alfabeta.net/precio/sulocten-d.html,FALSE
SULOS,Elea,api,https://www.alfabeta.net/precio/sulos.html,FALSE
SULTAMICILINA RICHET,Richet,api,https://www.alfabeta.net/precio/sultamicilina-richet.html,FALSE
SUMAL,Megalabs Argentina,api,https://www.alfabeta.net/precio/sumal.html,FALSE
SUMAPROT 90,Scott-Cassará,api,https://www.alfabeta.net/precio/sumaprot-90.html,FALSE
SUMATRIPTAN TEVA,Teva Argentina,api,https://www.alfabeta.net/precio/sumatriptan-teva.html,FALSE
SUMENAN,Ariston,api,https://www.alfabeta.net/precio/sumenan.html,FALSE
SUMMAVAC R,Cassará,api,https://www.alfabeta.net/precio/summavac-r.html,FALSE
SUNIXANE,Eczane,api,https://www.alfabeta.net/precio/sunixane.html,FALSE
SUNONIX,Medipharma,api,https://www.alfabeta.net/precio/sunonix.html,FALSE
SUNVEX LP,Casasco,api,https://www.alfabeta.net/precio/sunvex-lp.html,FALSE
SUPER EGG'S PROTEIN,Teingro,selenium,https://www.alfabeta.net/precio/super-eggs-protein.html,FALSE
SUPER WHEY CREATINE,Teingro,api,https://www.alfabeta.net/precio/super-whey-creatine.html,FALSE
SUPER WHEY PROTEIN,Teingro,api,https://www.alfabeta.net/precio/super-whey-protein.html,FALSE
SUPER-O,Biotenk,selenium,https://www.alfabeta.net/precio/super-o.html,FALSE
SUPER-O 36,Biotenk,selenium,https://www.alfabeta.net/precio/super-o-36.html,FALSE
SUPERMINOX 2%,Finadiet,selenium,https://www.alfabeta.net/precio/superminox-2.html,FALSE
SUPERMINOX 5%,Finadiet,selenium,https://www.alfabeta.net/precio/superminox-5.html,FALSE
SUPLEFORT ADULTOS,PGN,api,https://www.alfabeta.net/precio/suplefort-adultos.html,FALSE
SUPLEFORT NIÑOS,PGN,selenium,https://www.alfabeta.net/precio/suplefort-ninos.html,FALSE
SUPLEMENTO DIETARIO PROTEIN BAR,Laboratorio ENA,api,https://www.alfabeta.net/precio/suplemento-dietario-protein-bar.html,FALSE
SUPOSITORIOS DE GLICERINA,Elea,selenium,https://www.alfabeta.net/precio/supositorios-de-glicerina.html,TRUE
SUPOSITORIOS DE GLICERINA,Fecofar,selenium,https://www.alfabeta.net/precio/supositorios-de-glicerina.html,TRUE
SUPPORTAN,Fresenius Kabi,api,https://www.alfabeta.net/precio/supportan.html,FALSE
SUPPORTAN DRINK,Fresenius Kabi,selenium,https://www.alfabeta.net/precio/supportan-drink.html,FALSE
SUPRACAM,Nolter,api,https://www.alfabeta.net/precio/supracam.html,FALSE
SUPRADYN,Bayer Consumer,api,https://www.alfabeta.net/precio/supradyn.html,FALSE
SUPRADYN EFERVESCENTE,Bayer Consumer,selenium,https://www.alfabeta.net/precio/supradyn-efervescente.html,FALSE
SUPRADYN FORTE,Bayer Consumer,api,https://www.alfabeta.net/precio/supradyn-forte.html,FALSE
SUPRADYN GUMMIES,Bayer Consumer,api,https://www.alfabeta.net/precio/supradyn-gummies.html,FALSE
SUPRADYN KIDS,Bayer Consumer,selenium,https://www.alfabeta.net/precio/supradyn-kids.html,FALSE
SUPRADYN MAGNESIO,Bayer Consumer,api,https://www.alfabeta.net/precio/supradyn-magnesio.html,FALSE
SUPRADYN PERFORMANCE,Bayer Consumer,selenium,https://www.alfabeta.net/precio/supradyn-performance.html,FALSE
SUPRADYN PRONATAL,Bayer Consumer,selenium,https://www.alfabeta.net/precio/supradyn-pronatal.html,FALSE
SUPRAFOL,Siegfried,api,https://www.alfabeta.net/precio/suprafol.html,FALSE
SUPRAGESIC T NF,Beta,api,https://www.alfabeta.net/precio/supragesic-t-nf.html,FALSE
SUPRAGESIC T PLUS,Beta,api,https://www.alfabeta.net/precio/supragesic-t-plus.html,FALSE
SUPRALER,Panalab,api,https://www.alfabeta.net/precio/supraler.html,FALSE
SUPRALER CORT,Panalab,api,https://www.alfabeta.net/precio/supraler-cort.html,FALSE
SUPRALER FORTE,Panalab,selenium,https://www.alfabeta.net/precio/supraler-forte.html,FALSE
SUPRALER M,Panalab,selenium,https://www.alfabeta.net/precio/supraler-m.html,FALSE
SUPRALER RAPID,Panalab,api,https://www.alfabeta.net/precio/supraler-rapid.html,FALSE
SUPRANE BAXTER,Aponor,api,https://www.alfabeta.net/precio/suprane-baxter.html,FALSE
SUPREFACT DEPOT,Biopas Argentina,api,https://www.alfabeta.net/precio/suprefact-depot.html,FALSE
SUPRIMUN,Gemabiotech,api,https://www.alfabeta.net/precio/suprimun.html,FALSE
SUPRITEM,Casasco,api,https://www.alfabeta.net/precio/supritem.html,FALSE
SUPRITOS,Casasco,api,https://www.alfabeta.net/precio/supritos.html,FALSE
SUPROL,Varifarma,api,https://www.alfabeta.net/precio/suprol.html,FALSE
SURFACTANTE B RICHET,Richet,api,https://www.alfabeta.net/precio/surfactante-b-richet.html,FALSE
SURFACTANTE GRAY,Gray,api,https://www.alfabeta.net/precio/surfactante-gray.html,FALSE
SURPREX,Elea,api,https://www.alfabeta.net/precio/surprex.html,FALSE
SURVANTA,Abbvie,selenium,https://www.alfabeta.net/precio/survanta.html,FALSE
SURVIMED OPD EASY BAG,Fresenius Kabi,api,https://www.alfabeta.net/precio/survimed-opd-easy-bag.html,FALSE
SURVIMED OPD HN,Fresenius Kabi,api,https://www.alfabeta.net/precio/survimed-opd-hn.html,FALSE
SURVY,Teva Argentina,api,https://www.alfabeta.net/precio/survy.html,FALSE
SUSTENGO,Varifarma,api,https://www.alfabeta.net/precio/sustengo.html,FALSE
SUSTENTA DB NEUTRO DHA,Nutentar,selenium,https://www.alfabeta.net/precio/sustenta-db-neutro-dha.html,FALSE
SUSTENTA DB VAINILLA DHA,Nutentar,api,https://www.alfabeta.net/precio/sustenta-db-vainilla-dha.html,FALSE
SUSTENTA DESSERT DULCE DE LECHE,Nutentar,api,https://www.alfabeta.net/precio/sustenta-dessert-dulce-de-leche.html,FALSE
SUSTENTA FIBRAS VAINILLA DHA,Nutentar,api,https://www.alfabeta.net/precio/sustenta-fibras-vainilla-dha.html,FALSE
SUSTENTA JUNIOR SEMIELEMENTAL,Nutentar,api,https://www.alfabeta.net/precio/sustenta-junior-semielemental.html,FALSE
SUSTENTA JUNIOR SIN LACTOSA,Nutentar,selenium,https://www.alfabeta.net/precio/sustenta-junior-sin-lactosa.html,FALSE
SUSTENTA NEUTRO DHA,Nutentar,api,https://www.alfabeta.net/precio/sustenta-neutro-dha.html,FALSE
SUSTENTA SEMIELEMENTAL DHA,Nutentar,api,https://www.alfabeta.net/precio/sustenta-semielemental-dha.html,FALSE
SUSTENTA VAINILLA DHA,Nutentar,api,https://www.alfabeta.net/precio/sustenta-vainilla-dha.html,FALSE
SUSTITUTO DE HUEVO NUPROBA,B-Life,api,https://www.alfabeta.net/precio/sustituto-de-huevo-nuproba.html,FALSE
SUSTITUTO DE QUESO NUPROBA,B-Life,api,https://www.alfabeta.net/precio/sustituto-de-queso-nuproba.html,FALSE
SUTENT 12.5,Pfizer,selenium,https://www.alfabeta.net/precio/sutent-125.html,FALSE
SUTENT 25,Pfizer,api,https://www.alfabeta.net/precio/sutent-25.html,FALSE
SUTENT 50,Pfizer,api,https://www.alfabeta.net/precio/sutent-50.html,FALSE
SUTOBRAX,Mar,api,https://www.alfabeta.net/precio/sutobrax.html,FALSE
SUTOBRAX D,Mar,api,https://www.alfabeta.net/precio/sutobrax-d.html,FALSE
SUTRICO,Megalabs Argentina,api,https://www.alfabeta.net/precio/sutrico.html,FALSE
SUTRICO TAR,Megalabs Argentina,selenium,https://www.alfabeta.net/precio/sutrico-tar.html,FALSE
SUVANCLIB,Pretoria,api,https://www.alfabeta.net/precio/suvanclib.html,FALSE
SVELTY 0% LACTOSE FREE,Nestle,selenium,https://www.alfabeta.net/precio/svelty-0-lactose-free.html,FALSE
SVELTY COLAGENO,Nestle,api,https://www.alfabeta.net/precio/svelty-colageno.html,FALSE
SVELTY EXTRACALCIO,Nestle,api,https://www.alfabeta.net/precio/svelty-extracalcio.html,FALSE
SVELTY ORGÁNICA,Nestle,selenium,https://www.alfabeta.net/precio/svelty-organica.html,FALSE
SYBRAVA,Novartis,api,https://www.alfabeta.net/precio/sybrava.html,FALSE
SYMBICORT TURBUHALER,AstraZeneca,api,https://www.alfabeta.net/precio/symbicort-turbuhaler.html,FALSE
SYMBICORT-FORTE TURBUHALER,AstraZeneca,selenium,https://www.alfabeta.net/precio/symbicort-forte-turbuhaler.html,FALSE
SYMTUZA,Janssen-Cilag,selenium,https://www.alfabeta.net/precio/symtuza.html,FALSE
SYNAGIS,AstraZeneca,api,https://www.alfabeta.net/precio/synagis.html,FALSE
SYNCROCOR,Teva Argentina,api,https://www.alfabeta.net/precio/syncrocor.html,FALSE
SYNCROCOR D,Teva Argentina,api,https://www.alfabeta.net/precio/syncrocor-d.html,FALSE
SYNRELIN,Pfizer,api,https://www.alfabeta.net/precio/synrelin.html,FALSE
SYRAST,Poen,api,https://www.alfabeta.net/precio/syrast.html,FALSE
SYSTANE,Alcon,api,https://www.alfabeta.net/precio/systane.html,FALSE
SYSTANE BALANCE,Alcon,api,https://www.alfabeta.net/precio/systane-balance.html,FALSE
SYSTANE COMPLETE SP,Alcon,selenium,https://www.alfabeta.net/precio/systane-complete-sp.html,FALSE
SYSTANE GEL EN GOTAS,Alcon,api,https://www.alfabeta.net/precio/systane-gel-en-gotas.html,FALSE
SYSTANE HIDRATACION SP,Alcon,api,https://www.alfabeta.net/precio/systane-hidratacion-sp.html,FALSE
SYSTANE ULTRA,Alcon,api,https://www.alfabeta.net/precio/systane-ultra.html,FALSE
T+D+H DORF,PharmaDorf,selenium,https://www.alfabeta.net/precio/tdh-dorf.html,FALSE
T3 MONTPELLIER 20,Montpellier,api,https://www.alfabeta.net/precio/t3-montpellier-20.html,FALSE
T3 MONTPELLIER 5,Montpellier,api,https://www.alfabeta.net/precio/t3-montpellier-5.html,FALSE
T4 MONTPELLIER,Montpellier,api,https://www.alfabeta.net/precio/t4-montpellier.html,FALSE
T4 MONTPELLIER 100,Montpellier,api,https://www.alfabeta.net/precio/t4-montpellier-100.html,FALSE
T4 MONTPELLIER 112,Montpellier,api,https://www.alfabeta.net/precio/t4-montpellier-112.html,FALSE
T4 MONTPELLIER 125,Montpellier,api,https://www.alfabeta.net/precio/t4-montpellier-125.html,FALSE
T4 MONTPELLIER 137,Montpellier,api,https://www.alfabeta.net/precio/t4-montpellier-137.html,FALSE
T4 MONTPELLIER 150,Montpellier,selenium,https://www.alfabeta.net/precio/t4-montpellier-150.html,FALSE
T4 MONTPELLIER 175,Montpellier,api,https://www.alfabeta.net/precio/t4-montpellier-175.html,FALSE
T4 MONTPELLIER 200,Montpellier,api,https://www.alfabeta.net/precio/t4-montpellier-200.html,FALSE
T4 MONTPELLIER 25,Montpellier,api,https://www.alfabeta.net/precio/t4-montpellier-25.html,FALSE
T4 MONTPELLIER 50,Montpellier,api,https://www.alfabeta.net/precio/t4-montpellier-50.html,FALSE
T4 MONTPELLIER 75,Montpellier,api,https://www.alfabeta.net/precio/t4-montpellier-75.html,FALSE
T4 MONTPELLIER 88,Montpellier,api,https://www.alfabeta.net/precio/t4-montpellier-88.html,FALSE
TABCIN 1 G,Bayer Consumer,selenium,https://www.alfabeta.net/precio/tabcin-1-g.html,FALSE
TABCIN 500 MG,Bayer Consumer,api,https://www.alfabeta.net/precio/tabcin-500-mg.html,FALSE
TABCIN COMPUESTO,Bayer Consumer,api,https://www.alfabeta.net/precio/tabcin-compuesto.html,FALSE
TABCIN GRIP,Bayer Consumer,api,https://www.alfabeta.net/precio/tabcin-grip.html,FALSE
TABCIN PLUS RAPIDA ACCION,Bayer Consumer,api,https://www.alfabeta.net/precio/tabcin-plus-rapida-accion.html,FALSE
TABE,Laboratorios Bernabó,selenium,https://www.alfabeta.net/precio/tabe.html,FALSE
TABTIL,Craveri,selenium,https://www.alfabeta.net/precio/tabtil.html,FALSE
TACARDIA,Richmond,api,https://www.alfabeta.net/precio/tacardia.html,FALSE
TACARDIA D,Richmond,selenium,https://www.alfabeta.net/precio/tacardia-d.html,FALSE
TACICUL,Denver Farma,api,https://www.alfabeta.net/precio/tacicul.html,FALSE
TACICUL D,Denver Farma,api,https://www.alfabeta.net/precio/tacicul-d.html,FALSE
TACINES,Denver Farma,selenium,https://www.alfabeta.net/precio/tacines.html,FALSE
TACNA,Megalabs Argentina,api,https://www.alfabeta.net/precio/tacna.html,FALSE
TACRAF,Trb-Pharma,api,https://www.alfabeta.net/precio/tacraf.html,FALSE
TACRAF GEL,Trb-Pharma,selenium,https://www.alfabeta.net/precio/tacraf-gel.html,FALSE
TACRAF PLUS,Trb-Pharma,api,https://www.alfabeta.net/precio/tacraf-plus.html,FALSE
TACRO-TIC,Oxapharma,selenium,https://www.alfabeta.net/precio/tacro-tic.html,FALSE
TACRODERM,Lazar,api,https://www.alfabeta.net/precio/tacroderm.html,FALSE
TACROLIMUS SANDOZ,Biosidus S.A.U.,selenium,https://www.alfabeta.net/precio/tacrolimus-sandoz.html,FALSE
TACROLIMUS SANDOZ XL,Biosidus S.A.U.,api,https://www.alfabeta.net/precio/tacrolimus-sandoz-xl.html,FALSE
TADAL 20,Finadiet,api,https://www.alfabeta.net/precio/tadal-20.html,FALSE
TADAL 5,Finadiet,api,https://www.alfabeta.net/precio/tadal-5.html,FALSE
TADAL HAP,Finadiet,api,https://www.alfabeta.net/precio/tadal-hap.html,FALSE
TADALAFILO RICHET,Richet,api,https://www.alfabeta.net/precio/tadalafilo-richet.html,FALSE
TADALAFILO TEVA,Teva Argentina,api,https://www.alfabeta.net/precio/tadalafilo-teva.html,FALSE
TAFAZIC,Adium,api,https://www.alfabeta.net/precio/tafazic.html,FALSE
TAFINLAR,Novartis,api,https://www.alfabeta.net/precio/tafinlar.html,FALSE
TAFIROL,Genomma Lab.,selenium,https://www.alfabeta.net/precio/tafirol.html,FALSE
TAFIROL 1 G,Genomma Lab.,api,https://www.alfabeta.net/precio/tafirol-1-g.html,FALSE
TAFIROL ARTRO,Genomma Lab.,api,https://www.alfabeta.net/precio/tafirol-artro.html,FALSE
TAFIROL DUO,Genomma Lab.,api,https://www.alfabeta.net/precio/tafirol-duo.html,FALSE
TAFIROL ESPASMO,Genomma Lab.,api,https://www.alfabeta.net/precio/tafirol-espasmo.html,FALSE
TAFIROL FLEX,Genomma Lab.,api,https://www.alfabeta.net/precio/tafirol-flex.html,FALSE
TAFIROL FORTE,Genomma Lab.,api,https://www.alfabeta.net/precio/tafirol-forte.html,FALSE
TAFIROL MAX,Genomma Lab.,selenium,https://www.alfabeta.net/precio/tafirol-max.html,FALSE
TAFIROL MIGRA,Genomma Lab.,api,https://www.alfabeta.net/precio/tafirol-migra.html,FALSE
TAFIROL PEDIATRICO,Genomma Lab.,api,https://www.alfabeta.net/precio/tafirol-pediatrico.html,FALSE
TAFIROL PLUS FORTE,Genomma Lab.,api,https://www.alfabeta.net/precio/tafirol-plus-forte.html,FALSE
TAFIROL PLUS RAPIDA ACCION,Genomma Lab.,api,https://www.alfabeta.net/precio/tafirol-plus-rapida-accion.html,FALSE
TAFIROL RESACA,Genomma Lab.,api,https://www.alfabeta.net/precio/tafirol-resaca.html,FALSE
TAFIROLITO,Genomma Lab.,api,https://www.alfabeta.net/precio/tafirolito.html,FALSE
TAFIROLITO CEREZA,Genomma Lab.,selenium,https://www.alfabeta.net/precio/tafirolito-cereza.html,FALSE
TAGONIB,Microsules Arg.,api,https://www.alfabeta.net/precio/tagonib.html,FALSE
TAGRISSO,AstraZeneca,api,https://www.alfabeta.net/precio/tagrisso.html,FALSE
TAKAM,Kemex,api,https://www.alfabeta.net/precio/takam.html,FALSE
TAKHZYRO,Takeda Argentina S.A.,selenium,https://www.alfabeta.net/precio/takhzyro.html,FALSE
TALASA NF,Andrómaco,api,https://www.alfabeta.net/precio/talasa-nf.html,FALSE
TALCILINA,Ronnet,api,https://www.alfabeta.net/precio/talcilina.html,FALSE
TALGIAX,Montpellier,selenium,https://www.alfabeta.net/precio/talgiax.html,FALSE
TALIDOMIDA LAZAR,Lazar,selenium,https://www.alfabeta.net/precio/talidomida-lazar.html,FALSE
TALIS,Eurofarma,api,https://www.alfabeta.net/precio/talis.html,FALSE
TALNIDOL 50,Bagó,selenium,https://www.alfabeta.net/precio/talnidol-50.html,FALSE
TALNIDOL 75,Bagó,api,https://www.alfabeta.net/precio/talnidol-75.html,FALSE
TALNIDOL XR 100,Bagó,api,https://www.alfabeta.net/precio/talnidol-xr-100.html,FALSE
TALNIDOL XR 50,Bagó,api,https://www.alfabeta.net/precio/talnidol-xr-50.html,FALSE
TALNIF,Bagó,selenium,https://www.alfabeta.net/precio/talnif.html,FALSE
TALOF,Max Vision,selenium,https://www.alfabeta.net/precio/talof.html,FALSE
TALOSIN,Aspen,selenium,https://www.alfabeta.net/precio/talosin.html,FALSE
TALPRAM 10,Richmond,api,https://www.alfabeta.net/precio/talpram-10.html,FALSE
TALPRAM 20,Richmond,api,https://www.alfabeta.net/precio/talpram-20.html,FALSE
TALTZ,Adium,api,https://www.alfabeta.net/precio/taltz.html,FALSE
TALZENNA,Pfizer,api,https://www.alfabeta.net/precio/talzenna.html,FALSE
TAMBUX,Richmond,api,https://www.alfabeta.net/precio/tambux.html,FALSE
TAMIL,Varifarma,api,https://www.alfabeta.net/precio/tamil.html,FALSE
TAMIRAM 750,Eurofarma,selenium,https://www.alfabeta.net/precio/tamiram-750.html,FALSE
TAMOXIFENO BIOTENK,Biotenk,api,https://www.alfabeta.net/precio/tamoxifeno-biotenk.html,FALSE
TAMOXIFENO ECZANE,Eczane,api,https://www.alfabeta.net/precio/tamoxifeno-eczane.html,FALSE
TAMOXIFENO GADOR,Gador,selenium,https://www.alfabeta.net/precio/tamoxifeno-gador.html,FALSE
TAMOXIFENO MICROSULES,Microsules Arg.,selenium,https://www.alfabeta.net/precio/tamoxifeno-microsules.html,FALSE
TAMOXIFENO VARIFARMA,Varifarma,api,https://www.alfabeta.net/precio/tamoxifeno-varifarma.html,FALSE
TAMOXIS,Bioprofarma Bagó,api,https://www.alfabeta.net/precio/tamoxis.html,FALSE
TAMPROST,Biotenk,api,https://www.alfabeta.net/precio/tamprost.html,FALSE
TAMSULOSINA RICHET,Richet,selenium,https://www.alfabeta.net/precio/tamsulosina-richet.html,FALSE
TAMSULOSINA TEVA,Teva Argentina,selenium,https://www.alfabeta.net/precio/tamsulosina-teva.html,FALSE
TANAKAN,Elea,api,https://www.alfabeta.net/precio/tanakan.html,FALSE
TANAKAN FORTE,Elea,selenium,https://www.alfabeta.net/precio/tanakan-forte.html,FALSE
TANAVAT,Microsules Arg.,api,https://www.alfabeta.net/precio/tanavat.html,FALSE
TANDIUR,Megalabs Argentina,api,https://www.alfabeta.net/precio/tandiur.html,FALSE
TANESA,Rossmore Pharma,selenium,https://www.alfabeta.net/precio/tanesa.html,FALSE
TANEZOX,Microsules Arg.,api,https://www.alfabeta.net/precio/tanezox.html,FALSE
TANSILOPROST,Finadiet,selenium,https://www.alfabeta.net/precio/tansiloprost.html,FALSE
TANSILOPROST DUO,Finadiet,api,https://www.alfabeta.net/precio/tansiloprost-duo.html,FALSE
TANSILOPROST RETARD,Finadiet,selenium,https://www.alfabeta.net/precio/tansiloprost-retard.html,FALSE
TANSILOPROST SEC,Finadiet,api,https://www.alfabeta.net/precio/tansiloprost-sec.html,FALSE
TANVIMIL A,Megalabs Argentina,api,https://www.alfabeta.net/precio/tanvimil-a.html,FALSE
TANVIMIL ACD,Megalabs Argentina,api,https://www.alfabeta.net/precio/tanvimil-acd.html,FALSE
TANVIMIL ACD FLUOR,Megalabs Argentina,selenium,https://www.alfabeta.net/precio/tanvimil-acd-fluor.html,FALSE
TANVIMIL AMINOACIDOS,Megalabs Argentina,api,https://www.alfabeta.net/precio/tanvimil-aminoacidos.html,FALSE
TANVIMIL B1 B6 B12,Megalabs Argentina,api,https://www.alfabeta.net/precio/tanvimil-b1-b6-b12.html,FALSE
TANVIMIL B6,Megalabs Argentina,api,https://www.alfabeta.net/precio/tanvimil-b6.html,FALSE
TANVIMIL D,Megalabs Argentina,api,https://www.alfabeta.net/precio/tanvimil-d.html,FALSE
TANVIMIL E,Megalabs Argentina,selenium,https://www.alfabeta.net/precio/tanvimil-e.html,FALSE
TANVIMIL EBA,Megalabs Argentina,selenium,https://www.alfabeta.net/precio/tanvimil-eba.html,FALSE
TANVIMIL FOLICO,Megalabs Argentina,selenium,https://www.alfabeta.net/precio/tanvimil-folico.html,FALSE
TANVIMIL GEL,Megalabs Argentina,selenium,https://www.alfabeta.net/precio/tanvimil-gel.html,FALSE
TANVIMIL GINSENG,Megalabs Argentina,api,https://www.alfabeta.net/precio/tanvimil-ginseng.html,FALSE
TANVIMIL ISOFLAVONAS,Megalabs Argentina,api,https://www.alfabeta.net/precio/tanvimil-isoflavonas.html,FALSE
TANVIMIL ISOFLAVONAS CALCIO D3,Megalabs Argentina,selenium,https://www.alfabeta.net/precio/tanvimil-isoflavonas-calcio-d3.html,FALSE
TANVIMIL ISOFLAVONAS CREM,Megalabs Argentina,selenium,https://www.alfabeta.net/precio/tanvimil-isoflavonas-crem.html,FALSE
TANVIMIL ISOFLAVONAS DUO,Megalabs Argentina,selenium,https://www.alfabeta.net/precio/tanvimil-isoflavonas-duo.html,FALSE
TANVIMIL K,Megalabs Argentina,api,https://www.alfabeta.net/precio/tanvimil-k.html,FALSE
TANVIMIL M,Megalabs Argentina,api,https://www.alfabeta.net/precio/tanvimil-m.html,FALSE
TANVIMIL PLUS,Megalabs Argentina,api,https://www.alfabeta.net/precio/tanvimil-plus.html,FALSE
TAPENTALGIN,Soubeiran Chobet,api,https://www.alfabeta.net/precio/tapentalgin.html,FALSE
TARCANE,Eczane,api,https://www.alfabeta.net/precio/tarcane.html,FALSE
TARDYFERON,Sidus,api,https://www.alfabeta.net/precio/tardyferon.html,FALSE
