page,din_rows,ok_rows,unit_only_lines,pack_continuations,generics_detected,headers_found,issues
409,20,20,0,0,4,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (4)
410,29,29,0,7,3,True,Header calibration weak | Manufacturer pack leaks (29) | Multiple generics (3)
411,30,30,0,7,2,True,Header calibration weak | Manufacturer pack leaks (30)
412,28,28,0,7,2,True,Header calibration weak | Manufacturer pack leaks (28)
413,15,15,0,0,6,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (6)
414,11,11,0,0,6,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (6)
415,18,18,0,0,6,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (6)
416,23,23,0,0,4,True,Header calibration weak | Manufacturer pack leaks (23) | Multiple generics (4)
417,16,16,0,0,4,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (4)
418,30,30,0,8,2,True,Header calibration weak | Manufacturer pack leaks (30)
419,24,24,0,7,3,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (3)
420,9,9,0,0,8,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (8)
421,13,13,0,2,5,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (5)
422,20,20,0,2,4,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (4)
423,17,17,0,0,5,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (5)
424,5,5,0,0,6,True,Header calibration weak | Manufacturer pack leaks (5) | Multiple generics (6)
425,3,3,0,0,7,True,Header calibration weak | Manufacturer pack leaks (3) | Multiple generics (7)
426,9,9,0,0,7,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (7)
427,14,14,0,1,5,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (5)
428,17,17,0,0,5,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (5)
429,20,20,0,1,5,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (5)
430,15,15,0,1,5,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (5)
431,9,9,0,0,6,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (6)
432,24,24,0,22,2,True,Header calibration weak | Manufacturer pack leaks (24)
433,15,15,0,0,3,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (3)
434,19,19,0,2,4,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (4)
435,14,14,0,2,5,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (5)
436,24,24,0,8,4,True,Header calibration weak | Manufacturer pack leaks (24) | Multiple generics (4)
437,14,14,0,2,3,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (3)
438,20,20,0,5,2,True,Header calibration weak | Manufacturer pack leaks (20)
439,25,25,0,7,4,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (4)
440,16,16,0,5,5,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (5)
441,12,12,0,4,6,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (6)
442,10,10,0,1,5,True,Header calibration weak | Manufacturer pack leaks (10) | Multiple generics (5)
443,15,15,0,2,4,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (4)
444,19,19,0,0,4,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (4)
445,25,25,0,0,3,True,Header calibration weak | Manufacturer pack leaks (25) | Multiple generics (3)
446,18,18,0,0,6,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (6)
447,16,16,0,1,5,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (5)
448,15,15,0,1,6,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (6)
449,16,16,0,0,5,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (5)
450,6,6,0,0,5,True,Header calibration weak | Manufacturer pack leaks (3) | Multiple generics (5)
451,11,11,0,0,8,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (8)
452,9,9,0,0,6,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (6)
453,35,35,0,0,3,True,Header calibration weak | Manufacturer pack leaks (35) | Multiple generics (3)
454,21,21,0,0,5,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (5)
455,18,18,0,0,5,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (5)
456,15,15,0,6,5,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (5)
457,11,11,0,0,9,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (9)
458,9,9,0,0,6,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (6)
459,17,17,0,4,5,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (5)
460,6,6,0,0,8,True,Header calibration weak | Manufacturer pack leaks (6) | Multiple generics (8)
461,33,33,0,2,3,True,Header calibration weak | Manufacturer pack leaks (33) | Multiple generics (3)
462,8,8,0,0,7,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (7)
463,15,15,0,0,6,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (6)
464,11,11,0,2,7,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (7)
465,36,36,0,0,2,True,Header calibration weak | Manufacturer pack leaks (36)
466,20,20,0,0,3,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (3)
467,19,19,0,0,5,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (5)
468,31,31,0,0,2,True,Header calibration weak | Manufacturer pack leaks (31)
469,11,11,0,1,5,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (5)
470,23,23,0,1,4,True,Header calibration weak | Manufacturer pack leaks (23) | Multiple generics (4)
471,21,21,0,0,4,True,Header calibration weak | Manufacturer pack leaks (21) | Multiple generics (4)
472,8,8,0,0,6,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (6)
473,17,17,0,4,5,True,Header calibration weak | Manufacturer pack leaks (17) | Multiple generics (5)
474,18,18,0,0,2,True,Header calibration weak | Manufacturer pack leaks (18)
475,17,17,0,0,2,True,Header calibration weak | Manufacturer pack leaks (17)
476,12,12,0,2,5,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (5)
477,14,14,0,2,6,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (6)
478,9,9,0,4,6,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (6)
479,9,9,0,2,7,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (7)
480,23,23,0,11,2,True,Header calibration weak | Manufacturer pack leaks (23)
481,25,25,0,11,2,True,Header calibration weak | Manufacturer pack leaks (25)
482,19,19,0,0,3,True,Header calibration weak | Manufacturer pack leaks (19) | Multiple generics (3)
483,20,20,0,0,4,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (4)
484,18,18,0,1,3,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (3)
485,19,19,0,0,1,True,Header calibration weak | Manufacturer pack leaks (19)
486,14,14,0,0,1,True,Header calibration weak | Manufacturer pack leaks (14)
487,15,15,0,0,1,True,Header calibration weak | Manufacturer pack leaks (15)
488,25,25,0,0,2,True,Header calibration weak | Manufacturer pack leaks (25)
489,25,25,0,0,1,True,Header calibration weak | Manufacturer pack leaks (25)
490,20,20,0,0,1,True,Header calibration weak | Manufacturer pack leaks (20)
491,19,19,0,0,2,True,Header calibration weak | Manufacturer pack leaks (19)
492,20,20,0,0,2,True,Header calibration weak | Manufacturer pack leaks (20)
493,6,6,0,0,1,True,Header calibration weak | Manufacturer pack leaks (6)
494,26,26,0,0,1,True,Header calibration weak | Manufacturer pack leaks (26)
495,15,15,0,0,1,True,Header calibration weak | Manufacturer pack leaks (15)
496,14,14,0,0,1,True,Header calibration weak | Manufacturer pack leaks (14)
497,19,19,0,0,2,True,Header calibration weak | Manufacturer pack leaks (19)
498,20,20,0,0,1,True,Header calibration weak | Manufacturer pack leaks (20)
499,21,21,0,0,1,True,Header calibration weak | Manufacturer pack leaks (21)
500,7,7,0,0,2,True,Header calibration weak | Manufacturer pack leaks (7)
501,14,14,0,0,2,True,Header calibration weak | Manufacturer pack leaks (14)
502,19,19,0,0,2,True,Header calibration weak | Manufacturer pack leaks (19)
503,15,15,0,0,2,True,Header calibration weak | Manufacturer pack leaks (15)
504,16,16,0,0,1,True,Header calibration weak | Manufacturer pack leaks (16)
505,12,12,0,0,3,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (3)
506,11,11,0,1,7,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (7)
507,13,13,0,0,5,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (5)
508,20,20,0,1,4,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (4)
509,12,12,0,7,4,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (4)
510,29,29,0,0,4,True,Header calibration weak | Manufacturer pack leaks (29) | Multiple generics (4)
511,9,9,0,1,7,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (7)
512,12,12,0,6,6,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (6)
513,16,16,0,0,6,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (6)
514,18,18,0,5,5,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (5)
515,24,24,0,12,2,True,Header calibration weak | Manufacturer pack leaks (24)
516,16,16,0,0,4,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (4)
517,13,13,0,2,4,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (4)
518,16,16,0,0,5,True,Header calibration weak | Manufacturer pack leaks (4) | Multiple generics (5)
519,13,13,0,5,6,True,Header calibration weak | Manufacturer pack leaks (13) | Multiple generics (6)
520,12,12,0,0,4,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (4)
521,22,22,0,4,2,True,Header calibration weak | Manufacturer pack leaks (22)
522,14,14,0,3,5,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (5)
523,26,26,0,14,2,True,Header calibration weak | Manufacturer pack leaks (26)
524,20,20,0,12,2,True,Header calibration weak | Manufacturer pack leaks (20)
525,23,23,0,4,2,True,Header calibration weak | Manufacturer pack leaks (23)
526,12,12,0,3,5,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (5)
527,13,13,0,0,2,True,Header calibration weak | Manufacturer pack leaks (13)
528,12,12,0,0,4,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (4)
529,18,18,0,3,5,True,Header calibration weak | Manufacturer pack leaks (18) | Multiple generics (5)
530,16,16,0,1,8,True,Header calibration weak | Manufacturer pack leaks (16) | Multiple generics (8)
531,14,14,0,1,7,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (7)
532,12,12,0,2,4,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (4)
533,12,12,0,1,4,True,Header calibration weak | Manufacturer pack leaks (12) | Multiple generics (4)
534,9,9,0,0,7,True,Header calibration weak | Manufacturer pack leaks (9) | Multiple generics (7)
535,20,20,0,0,3,True,Header calibration weak | Manufacturer pack leaks (20) | Multiple generics (3)
536,15,15,0,2,5,True,Header calibration weak | Manufacturer pack leaks (15) | Multiple generics (5)
537,10,10,0,1,6,True,Header calibration weak | Manufacturer pack leaks (6) | Multiple generics (6)
538,14,14,0,0,5,True,Header calibration weak | Manufacturer pack leaks (14) | Multiple generics (5)
539,2,2,0,0,2,True,Header calibration weak | Manufacturer pack leaks (2)
543,7,7,0,2,10,True,Header calibration weak | Manufacturer pack leaks (7) | Multiple generics (10)
544,7,7,0,0,7,True,Header calibration weak | Manufacturer pack leaks (7) | Multiple generics (7)
545,11,11,0,7,4,True,Header calibration weak | Manufacturer pack leaks (11) | Multiple generics (4)
546,8,8,0,2,3,True,Header calibration weak | Manufacturer pack leaks (8) | Multiple generics (3)
549,1,1,0,0,11,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (11)
550,2,2,0,0,10,True,Header calibration weak | Manufacturer pack leaks (2) | Multiple generics (10)
555,6,6,0,0,9,True,Header calibration weak | Manufacturer pack leaks (6) | Multiple generics (9)
556,1,1,0,0,9,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (9)
558,1,1,0,0,10,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (10)
559,1,1,0,0,10,True,Header calibration weak | Manufacturer pack leaks (1) | Multiple generics (10)
560,4,4,0,0,10,True,Header calibration weak | Manufacturer pack leaks (4) | Multiple generics (10)
